FLIGHT_DATE,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_CD,ARRIVAL_STATION_CD,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX,total_seats,tier1_hist_pct,tier2_hist_pct,tier3_hist_pct,day_of_week,month,Tier1_pct,Tier2_pct,Tier3_pct,Tier1_est_pax,Tier2_est_pax,Tier3_est_pax,category,cluster
2025-05-05,19:34:00,Evening,BA,BA2981,LHR,JFK,USA,North America,LONG,B777,0,32,300,2,1,10,332,0.006024096385542169,0.0030120481927710845,0.030120481927710843,Monday,5,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-08-12,19:59:00,Evening,BA,BA5285,LHR,IST,Turkey,Europe,SHORT,A320,0,3,177,1,16,53,180,0.005555555555555556,0.08888888888888889,0.29444444444444445,Tuesday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-06-16,21:43:00,Evening,BA,BA4247,LHR,ORD,USA,North America,LONG,B787,0,31,173,0,10,38,204,0.0,0.049019607843137254,0.18627450980392157,Monday,6,0.0,0.02734375,0.10638297872340426,0,6,22,North America|Evening,1
2025-05-12,09:02:00,Morning,BA,BA6492,LHR,IST,Turkey,Europe,SHORT,A320,0,16,164,2,7,27,180,0.011111111111111112,0.03888888888888889,0.15,Monday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-06-29,17:34:00,Afternoon,BA,BA9884,LHR,ORD,USA,North America,LONG,A380,14,97,358,1,2,13,469,0.0021321961620469083,0.0042643923240938165,0.02771855010660981,Sunday,6,0.0,0.027190332326283987,0.10574018126888217,0,13,50,North America|Afternoon,1
2025-08-06,11:02:00,Morning,BA,BA8909,LHR,ORD,USA,North America,LONG,B777,0,32,304,1,3,17,336,0.002976190476190476,0.008928571428571428,0.050595238095238096,Wednesday,8,0.0,0.02734375,0.10574018126888217,0,9,36,North America|Morning,3
2025-06-24,13:28:00,Lunchtime,BA,BA3650,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,16,164,0,15,51,180,0.0,0.08333333333333333,0.2833333333333333,Tuesday,6,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-06-21,12:05:00,Lunchtime,BA,BA4792,LHR,CDG,France,Europe,SHORT,A320,0,17,163,1,9,32,180,0.005555555555555556,0.05,0.17777777777777778,Saturday,6,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-04-15,20:48:00,Evening,BA,BA6597,LHR,CDG,France,Europe,SHORT,A320,0,12,168,0,5,22,180,0.0,0.027777777777777776,0.12222222222222222,Tuesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-21,14:33:00,Afternoon,BA,BA1765,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,11,38,256,0.0,0.04296875,0.1484375,Monday,4,0.0,0.027190332326283987,0.10574018126888217,0,7,27,North America|Afternoon,1
2025-07-13,10:24:00,Morning,BA,BA4838,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,3,18,235,0.0,0.01276595744680851,0.07659574468085106,Sunday,7,0.0,0.02710843373493976,0.10784313725490197,0,6,25,Middle East|Morning,3
2025-07-12,08:16:00,Morning,BA,BA4569,LHR,FRA,Germany,Europe,SHORT,A320,0,13,167,0,16,54,180,0.0,0.08888888888888889,0.3,Saturday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-15,11:34:00,Morning,BA,BA6530,LHR,ORD,USA,North America,LONG,B777,0,32,304,1,15,51,336,0.002976190476190476,0.044642857142857144,0.15178571428571427,Thursday,5,0.0,0.02734375,0.10574018126888217,0,9,36,North America|Morning,3
2025-10-07,12:34:00,Lunchtime,BA,BA2181,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,5,23,336,0.0,0.01488095238095238,0.06845238095238096,Tuesday,10,0.0,0.027190332326283987,0.10747663551401869,0,9,36,North America|Lunchtime,3
2025-07-19,13:55:00,Lunchtime,BA,BA9275,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,4,20,336,0.0,0.011904761904761904,0.05952380952380952,Saturday,7,0.0,0.027190332326283987,0.10747663551401869,0,9,36,North America|Lunchtime,3
2025-04-02,07:00:00,Morning,BA,BA1067,LHR,IST,Turkey,Europe,SHORT,A320,0,4,176,1,0,0,180,0.005555555555555556,0.0,0.0,Wednesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-10-23,21:34:00,Evening,BA,BA2522,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,2,0,7,180,0.011111111111111112,0.0,0.03888888888888889,Thursday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-08-30,19:49:00,Evening,BA,BA6394,LHR,JFK,USA,North America,LONG,B777,8,49,178,0,0,9,235,0.0,0.0,0.03829787234042553,Saturday,8,0.0,0.02734375,0.10638297872340426,0,6,25,North America|Evening,1
2025-06-23,21:34:00,Evening,BA,BA1544,LHR,CDG,France,Europe,SHORT,A320,0,8,172,0,9,32,180,0.0,0.05,0.17777777777777778,Monday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-22,08:28:00,Morning,BA,BA5960,LHR,VIE,Austria,Europe,SHORT,A320,0,16,164,0,6,25,180,0.0,0.03333333333333333,0.1388888888888889,Monday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-06-08,10:59:00,Morning,BA,BA5363,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,0,9,469,0.0,0.0,0.019189765458422176,Sunday,6,0.0,0.02734375,0.10574018126888217,0,13,50,North America|Morning,3
2025-05-22,09:48:00,Morning,BA,BA9859,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,6,26,272,0.0,0.022058823529411766,0.09558823529411764,Thursday,5,0.0,0.02734375,0.10574018126888217,0,7,29,North America|Morning,3
2025-06-15,08:47:00,Morning,BA,BA9205,LHR,AMS,Netherlands,Europe,SHORT,A320,0,8,172,0,11,38,180,0.0,0.06111111111111111,0.2111111111111111,Sunday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-13,18:08:00,Evening,BA,BA2813,LHR,FRA,Germany,Europe,SHORT,A320,0,5,175,0,11,39,180,0.0,0.06111111111111111,0.21666666666666667,Tuesday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-10-27,13:04:00,Lunchtime,BA,BA4712,LHR,CDG,France,Europe,SHORT,A320,0,17,163,3,0,1,180,0.016666666666666666,0.0,0.005555555555555556,Monday,10,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-07-26,07:46:00,Morning,BA,BA5344,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,7,28,332,0.0,0.02108433734939759,0.08433734939759036,Saturday,7,0.0,0.02710843373493976,0.10784313725490197,0,9,36,Middle East|Morning,3
2025-04-18,10:35:00,Morning,BA,BA1748,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,0,9,235,0.0,0.0,0.03829787234042553,Friday,4,0.0,0.02734375,0.10574018126888217,0,6,25,North America|Morning,3
2025-04-17,12:22:00,Lunchtime,BA,BA6732,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,18,162,0,13,44,180,0.0,0.07222222222222222,0.24444444444444444,Thursday,4,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-08-09,15:15:00,Afternoon,BA,BA4332,LHR,JFK,USA,North America,LONG,B787,0,31,173,0,12,43,204,0.0,0.058823529411764705,0.2107843137254902,Saturday,8,0.0,0.027190332326283987,0.10574018126888217,0,6,22,North America|Afternoon,1
2025-07-11,09:32:00,Morning,BA,BA4089,LHR,MUC,Germany,Europe,SHORT,A320,0,7,173,0,3,16,180,0.0,0.016666666666666666,0.08888888888888889,Friday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-07-02,18:55:00,Evening,BA,BA5659,LHR,AMS,Netherlands,Europe,SHORT,A320,0,13,167,0,4,18,180,0.0,0.022222222222222223,0.1,Wednesday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-06-05,21:03:00,Evening,BA,BA8908,LHR,ORD,USA,North America,LONG,B787,8,42,166,0,5,23,216,0.0,0.023148148148148147,0.10648148148148148,Thursday,6,0.0,0.02734375,0.10638297872340426,0,6,23,North America|Evening,1
2025-08-24,19:56:00,Evening,BA,BA9577,LHR,MUC,Germany,Europe,SHORT,A320,0,1,179,0,0,0,180,0.0,0.0,0.0,Sunday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-08-04,22:07:00,Evening,BA,BA1528,LHR,ORD,USA,North America,LONG,B777,0,48,224,0,10,36,272,0.0,0.03676470588235294,0.1323529411764706,Monday,8,0.0,0.02734375,0.10638297872340426,0,7,29,North America|Evening,1
2025-08-10,19:06:00,Evening,BA,BA9974,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,6,26,235,0.0,0.02553191489361702,0.11063829787234042,Sunday,8,0.0,0.02734375,0.10638297872340426,0,6,25,North America|Evening,1
2025-05-15,22:17:00,Evening,BA,BA1129,LHR,AMS,Netherlands,Europe,SHORT,A320,0,17,163,1,13,45,180,0.005555555555555556,0.07222222222222222,0.25,Thursday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-17,17:43:00,Afternoon,BA,BA8140,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,7,173,0,2,13,180,0.0,0.011111111111111112,0.07222222222222222,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-04-03,13:24:00,Lunchtime,BA,BA9424,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,0,4,21,180,0.0,0.022222222222222223,0.11666666666666667,Thursday,4,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-08-03,21:34:00,Evening,BA,BA4210,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,0,7,331,0.0,0.0,0.021148036253776436,Sunday,8,0.0,0.02433949410579942,0.09662224264705882,0,8,32,Asia|Evening,2
2025-05-03,09:37:00,Morning,BA,BA6538,LHR,CDG,France,Europe,SHORT,A320,0,2,178,3,2,15,180,0.016666666666666666,0.011111111111111112,0.08333333333333333,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-04-05,07:20:00,Morning,BA,BA6981,LHR,CDG,France,Europe,SHORT,A320,0,19,161,1,1,12,180,0.005555555555555556,0.005555555555555556,0.06666666666666667,Saturday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-09-23,22:06:00,Evening,BA,BA5953,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,13,46,235,0.0,0.05531914893617021,0.19574468085106383,Tuesday,9,0.0,0.02734375,0.10638297872340426,0,6,25,North America|Evening,1
2025-10-15,21:07:00,Evening,BA,BA2618,LHR,FRA,Germany,Europe,SHORT,A320,0,12,168,2,4,19,180,0.011111111111111112,0.022222222222222223,0.10555555555555556,Wednesday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-07,17:12:00,Afternoon,BA,BA2380,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,8,32,469,0.0,0.017057569296375266,0.06823027718550106,Wednesday,5,0.0,0.029774569402228977,0.11061507936507936,0,14,52,Asia|Afternoon,1
2025-09-21,21:06:00,Evening,BA,BA1384,LHR,CDG,France,Europe,SHORT,A320,0,14,166,4,6,24,180,0.022222222222222223,0.03333333333333333,0.13333333333333333,Sunday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-10-23,19:44:00,Evening,BA,BA3823,LHR,HND,Japan,Asia,LONG,B787,0,35,179,0,1,10,214,0.0,0.004672897196261682,0.04672897196261682,Thursday,10,0.0,0.02433949410579942,0.09662224264705882,0,5,21,Asia|Evening,2
2025-05-12,16:39:00,Afternoon,BA,BA4225,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,7,28,256,0.0,0.02734375,0.109375,Monday,5,0.0,0.027190332326283987,0.10574018126888217,0,7,27,North America|Afternoon,1
2025-04-15,16:48:00,Afternoon,BA,BA3619,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,10,170,1,11,40,180,0.005555555555555556,0.06111111111111111,0.2222222222222222,Tuesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-04-28,19:38:00,Evening,BA,BA7731,LHR,VIE,Austria,Europe,SHORT,A320,0,13,167,0,1,11,180,0.0,0.005555555555555556,0.06111111111111111,Monday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-17,15:29:00,Afternoon,BA,BA5035,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,12,43,180,0.0,0.06666666666666667,0.2388888888888889,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-10-13,15:36:00,Afternoon,BA,BA9764,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,1,179,0,3,17,180,0.0,0.016666666666666666,0.09444444444444444,Monday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-08-19,11:49:00,Morning,BA,BA9273,LHR,LAX,USA,North America,LONG,A380,14,97,358,0,5,23,469,0.0,0.010660980810234541,0.04904051172707889,Tuesday,8,0.0,0.02734375,0.10574018126888217,0,13,50,North America|Morning,3
2025-07-04,15:32:00,Afternoon,BA,BA1814,LHR,MAD,Spain,Europe,SHORT,A320,0,11,169,0,11,39,180,0.0,0.06111111111111111,0.21666666666666667,Friday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-05-10,12:37:00,Lunchtime,BA,BA2726,LHR,FRA,Germany,Europe,SHORT,A320,0,13,167,0,4,20,180,0.0,0.022222222222222223,0.1111111111111111,Saturday,5,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-08-23,09:11:00,Morning,BA,BA5004,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,2,8,31,180,0.011111111111111112,0.044444444444444446,0.17222222222222222,Saturday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-07-12,16:35:00,Afternoon,BA,BA1572,LHR,CDG,France,Europe,SHORT,A320,0,0,180,2,6,25,180,0.011111111111111112,0.03333333333333333,0.1388888888888889,Saturday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-08-08,08:35:00,Morning,BA,BA3065,LHR,HND,Japan,Asia,LONG,B777,0,48,224,3,8,32,272,0.011029411764705883,0.029411764705882353,0.11764705882352941,Friday,8,0.0,0.025020859407592824,0.09787234042553192,0,7,27,Asia|Morning,0
2025-09-23,06:59:00,Morning,BA,BA5030,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,1,0,0,332,0.0030120481927710845,0.0,0.0,Tuesday,9,0.0,0.02710843373493976,0.10784313725490197,0,9,36,Middle East|Morning,3
2025-04-01,19:35:00,Evening,BA,BA7873,LHR,BCN,Spain,Europe,SHORT,A320,0,16,164,1,0,2,180,0.005555555555555556,0.0,0.011111111111111112,Tuesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-18,09:48:00,Morning,BA,BA3124,LHR,MAD,Spain,Europe,SHORT,A320,0,3,177,0,11,40,180,0.0,0.06111111111111111,0.2222222222222222,Thursday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-04-02,17:16:00,Afternoon,BA,BA9909,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,0,13,46,180,0.0,0.07222222222222222,0.25555555555555554,Wednesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-10-23,06:48:00,Morning,BA,BA1976,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,0,3,16,180,0.0,0.016666666666666666,0.08888888888888889,Thursday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-09-19,08:06:00,Morning,BA,BA3556,LHR,MUC,Germany,Europe,SHORT,A320,0,15,165,0,6,26,180,0.0,0.03333333333333333,0.14444444444444443,Friday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-04-14,16:45:00,Afternoon,BA,BA1679,LHR,DXB,UAE,Middle East,LONG,B787,8,48,200,2,9,35,256,0.0078125,0.03515625,0.13671875,Monday,4,0.0,0.02710843373493976,0.10542168674698796,0,7,27,Middle East|Afternoon,1
2025-09-07,15:45:00,Afternoon,BA,BA4616,LHR,BCN,Spain,Europe,SHORT,A320,0,3,177,0,12,41,180,0.0,0.06666666666666667,0.22777777777777777,Sunday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-10-04,17:37:00,Afternoon,BA,BA9534,LHR,BCN,Spain,Europe,SHORT,A320,0,2,178,2,0,0,180,0.011111111111111112,0.0,0.0,Saturday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-07-21,12:07:00,Lunchtime,BA,BA8907,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,3,16,180,0.0,0.016666666666666666,0.08888888888888889,Monday,7,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-06-05,06:31:00,Morning,BA,BA9970,LHR,DFW,USA,North America,LONG,B777,0,32,300,1,6,25,332,0.0030120481927710845,0.018072289156626505,0.07530120481927711,Thursday,6,0.0,0.02734375,0.10574018126888217,0,9,35,North America|Morning,3
2025-07-22,09:23:00,Morning,BA,BA6448,LHR,DFW,USA,North America,LONG,B777,0,32,300,0,12,41,332,0.0,0.03614457831325301,0.12349397590361445,Tuesday,7,0.0,0.02734375,0.10574018126888217,0,9,35,North America|Morning,3
2025-10-12,16:13:00,Afternoon,BA,BA4776,LHR,AMS,Netherlands,Europe,SHORT,A320,0,11,169,0,21,69,180,0.0,0.11666666666666667,0.38333333333333336,Sunday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-05-27,17:49:00,Afternoon,BA,BA2727,LHR,BCN,Spain,Europe,SHORT,A320,0,16,164,3,7,27,180,0.016666666666666666,0.03888888888888889,0.15,Tuesday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-10-16,12:55:00,Lunchtime,BA,BA5978,LHR,FRA,Germany,Europe,SHORT,A320,0,20,160,0,0,8,180,0.0,0.0,0.044444444444444446,Thursday,10,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-05-08,14:32:00,Afternoon,BA,BA7095,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,10,37,256,0.0,0.0390625,0.14453125,Thursday,5,0.0,0.027190332326283987,0.10574018126888217,0,7,27,North America|Afternoon,1
2025-07-12,09:29:00,Morning,BA,BA2962,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,15,51,272,0.0,0.05514705882352941,0.1875,Saturday,7,0.0,0.02734375,0.10574018126888217,0,7,29,North America|Morning,3
2025-07-15,10:16:00,Morning,BA,BA6352,LHR,VIE,Austria,Europe,SHORT,A320,0,11,169,0,8,32,180,0.0,0.044444444444444446,0.17777777777777778,Tuesday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-08-20,17:24:00,Afternoon,BA,BA4362,LHR,AMS,Netherlands,Europe,SHORT,A320,0,3,177,0,3,16,180,0.0,0.016666666666666666,0.08888888888888889,Wednesday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-09-01,12:42:00,Lunchtime,BA,BA6497,LHR,CDG,France,Europe,SHORT,A320,0,9,171,1,13,45,180,0.005555555555555556,0.07222222222222222,0.25,Monday,9,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-10-22,18:56:00,Evening,BA,BA7477,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,0,11,41,180,0.0,0.06111111111111111,0.22777777777777777,Wednesday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-06-28,17:45:00,Afternoon,BA,BA3643,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,2,14,235,0.0,0.00851063829787234,0.059574468085106386,Saturday,6,0.0,0.027190332326283987,0.10574018126888217,0,6,25,North America|Afternoon,1
2025-10-05,21:00:00,Evening,BA,BA4612,LHR,DXB,UAE,Middle East,LONG,A350,0,56,275,0,10,36,331,0.0,0.030211480362537766,0.10876132930513595,Sunday,10,0.0,0.02710843373493976,0.10574018126888217,0,9,35,Middle East|Evening,1
2025-06-24,19:48:00,Evening,BA,BA3784,LHR,MUC,Germany,Europe,SHORT,A320,0,8,172,1,13,46,180,0.005555555555555556,0.07222222222222222,0.25555555555555554,Tuesday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-24,13:23:00,Lunchtime,BA,BA1834,LHR,IST,Turkey,Europe,SHORT,A320,0,5,175,1,14,49,180,0.005555555555555556,0.07777777777777778,0.2722222222222222,Saturday,5,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-07-08,16:47:00,Afternoon,BA,BA3584,LHR,DFW,USA,North America,LONG,B787,8,42,166,0,7,29,216,0.0,0.032407407407407406,0.13425925925925927,Tuesday,7,0.0,0.027190332326283987,0.10574018126888217,0,6,23,North America|Afternoon,1
2025-05-06,20:45:00,Evening,BA,BA1144,LHR,IST,Turkey,Europe,SHORT,A320,0,2,178,0,6,25,180,0.0,0.03333333333333333,0.1388888888888889,Tuesday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-13,09:35:00,Morning,BA,BA2419,LHR,HND,Japan,Asia,LONG,B777,0,48,224,0,14,49,272,0.0,0.051470588235294115,0.1801470588235294,Saturday,9,0.0,0.025020859407592824,0.09787234042553192,0,7,27,Asia|Morning,0
2025-07-07,20:30:00,Evening,BA,BA4597,LHR,FRA,Germany,Europe,SHORT,A320,0,8,172,1,1,11,180,0.005555555555555556,0.005555555555555556,0.06111111111111111,Monday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-30,22:45:00,Evening,BA,BA7710,LHR,LAX,USA,North America,LONG,B777,8,49,178,1,10,37,235,0.00425531914893617,0.0425531914893617,0.1574468085106383,Friday,5,0.0,0.02734375,0.10638297872340426,0,6,25,North America|Evening,1
2025-10-21,10:23:00,Morning,BA,BA2379,LHR,DFW,USA,North America,LONG,B777,8,49,178,2,0,9,235,0.00851063829787234,0.0,0.03829787234042553,Tuesday,10,0.0,0.02734375,0.10574018126888217,0,6,25,North America|Morning,3
2025-08-26,20:21:00,Evening,BA,BA1780,LHR,FRA,Germany,Europe,SHORT,A320,0,17,163,0,14,47,180,0.0,0.07777777777777778,0.2611111111111111,Tuesday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-05,20:46:00,Evening,BA,BA8587,LHR,CDG,France,Europe,SHORT,A320,0,18,162,0,6,26,180,0.0,0.03333333333333333,0.14444444444444443,Saturday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-06-02,13:49:00,Lunchtime,BA,BA5832,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,15,50,180,0.0,0.08333333333333333,0.2777777777777778,Monday,6,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-06-14,13:30:00,Lunchtime,BA,BA6338,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,10,38,336,0.0,0.02976190476190476,0.1130952380952381,Saturday,6,0.0,0.027190332326283987,0.10747663551401869,0,9,36,North America|Lunchtime,3
2025-09-27,10:13:00,Morning,BA,BA8774,LHR,DXB,UAE,Middle East,LONG,A380,14,97,358,0,1,11,469,0.0,0.0021321961620469083,0.023454157782515993,Saturday,9,0.0,0.02710843373493976,0.10784313725490197,0,13,51,Middle East|Morning,3
2025-04-26,14:00:00,Afternoon,BA,BA9648,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,16,53,469,0.0,0.03411513859275053,0.11300639658848614,Saturday,4,0.0,0.029774569402228977,0.11061507936507936,0,14,52,Asia|Afternoon,1
2025-09-30,22:07:00,Evening,BA,BA3507,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,1,16,54,180,0.005555555555555556,0.08888888888888889,0.3,Tuesday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-22,08:27:00,Morning,BA,BA9552,LHR,VIE,Austria,Europe,SHORT,A320,0,11,169,0,13,44,180,0.0,0.07222222222222222,0.24444444444444444,Tuesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-09-27,07:05:00,Morning,BA,BA3634,LHR,JFK,USA,North America,LONG,A350,0,56,275,1,4,18,331,0.0030211480362537764,0.012084592145015106,0.054380664652567974,Saturday,9,0.0,0.02734375,0.10574018126888217,0,9,35,North America|Morning,3
2025-08-10,20:41:00,Evening,BA,BA1463,LHR,MAD,Spain,Europe,SHORT,A320,0,12,168,0,6,26,180,0.0,0.03333333333333333,0.14444444444444443,Sunday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-16,20:13:00,Evening,BA,BA9170,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,2,9,33,235,0.00851063829787234,0.03829787234042553,0.14042553191489363,Friday,5,0.0,0.02710843373493976,0.10574018126888217,0,6,25,Middle East|Evening,1
2025-10-13,20:12:00,Evening,BA,BA1779,LHR,DFW,USA,North America,LONG,B787,0,35,179,6,4,19,214,0.028037383177570093,0.018691588785046728,0.08878504672897196,Monday,10,0.0,0.02734375,0.10638297872340426,0,6,23,North America|Evening,1
2025-04-01,18:19:00,Evening,BA,BA4743,LHR,VIE,Austria,Europe,SHORT,A320,0,4,176,2,17,57,180,0.011111111111111112,0.09444444444444444,0.31666666666666665,Tuesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-07-14,12:07:00,Lunchtime,BA,BA1737,LHR,AMS,Netherlands,Europe,SHORT,A320,0,9,171,1,9,33,180,0.005555555555555556,0.05,0.18333333333333332,Monday,7,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-05-08,14:46:00,Afternoon,BA,BA6715,LHR,AMS,Netherlands,Europe,SHORT,A320,0,9,171,1,0,0,180,0.005555555555555556,0.0,0.0,Thursday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-05-19,07:06:00,Morning,BA,BA6101,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,0,10,36,272,0.0,0.03676470588235294,0.1323529411764706,Monday,5,0.0,0.02710843373493976,0.10784313725490197,0,7,29,Middle East|Morning,3
